itype,inclination_degrees,eccentricity_std,period_minutes_std,name_of_satellite_alternate_names,country_org_of_un_registry,country_of_operator_owner,operator_owner,users,purpose,detailed_purpose,class_of_orbit,type_of_orbit,longitude_of_geo_degrees,perigee_km,apogee_km,eccentricity,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,contractor,country_of_contractor,launch_site,launch_vehicle,cospar_number,norad_number,comments
High,97.9,-0.13364464376736004,-0.5951646569541131,Yaogan 11 (Remote Sensing Satellite 11),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,626,668,0.002992731936725096,97.7,NA,NA,NA,2010-09-22T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2010-047A,37165,NA
High,97.4,-0.1570793164396593,-0.5996881859773693,Yaogan 12 (Remote Sensing Satellite 12),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,487,496,6.558332726080303e-4,94.4,NA,NA,NA,2011-11-09T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2011-066B,37875,NA
High,97.4,-0.16292703999640973,-0.5991398794290957,Yaogan 13 (Remote Sensing Satellite 13),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,506,507,7.27e-5,94.8,NA,NA,NA,2011-11-29T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2011-072A,37941,NA
High,97.3,-0.15486592287264417,-0.6000994158885744,Yaogan 14 (Remote Sensing Satellite 14),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,469,481,8.765522279035792e-4,94.1,NA,NA,NA,2012-05-10T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2012-021A,38257,Carries Synthetic Aperture Radar (SAR) sensor
High,100.2,-0.1596840310969737,-0.5789896137800454,Yaogan 15 (Remote Sensing Satellite 15),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Polar,0,1201,1207,3.9609189331925006e-4,109.5,1040,NA,NA,2012-05-29T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2012-029A,38354,Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
High,63.38,-0.15760249342602606,-0.5825124833527026,"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1080,1089,6.036622174525455e-4,106.93,NA,NA,NA,2012-11-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2012-066A,39011,Equivalent of U.S. NOSS system - three satellite cluster
High,63.38,-0.1562572511955762,-0.5825124833527026,Yaogan 16B (Remote Sensing Satellite 16B),NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1079,1090,7.378093768864444e-4,106.93,NA,NA,NA,2012-11-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2012-066B,39012,NA
High,63.38,-0.13057338622090817,-0.5833349431751128,Yaogan 16C (Remote Sensing Satlelite 16C),NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1032,1081,0.0032989968356560966,106.33,NA,NA,NA,2012-11-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2012-066C,39013,NA
High,63.41,-0.1401427326731329,-0.5822520377422726,"Yaogan 17A (Remote Sensing Satellite 17A, Yaogan Weixing 17)",China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1076,1111,0.0023447444228579086,107.12,NA,NA,NA,2013-09-01T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,2013-046A,39239,Equivalent of U.S. NOSS system - three satellite cluster
High,63.42,-0.14283555205768275,-0.5822383300785658,Yaogan 17B (Remote Sensing Satellite 17B),NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1080,1111,0.0020762172660906838,107.13,NA,NA,NA,2013-09-01T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,2013-046B,39240,NA
High,63.47,-0.012642650962082943,-0.5849661551562264,Yaogan 17C (Remote Sensing Satellite 17C),NR,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,890,1112,0.015059015059015059,105.14,NA,NA,NA,2013-09-01T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,2013-046C,39241,NA
High,97.54,-0.1607413593802461,-0.5990850487742684,Yaogan 18 (Remote Sensing Satellite 18),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,509,513,2.906554279901177e-4,94.84,NA,NA,NA,2013-10-29T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2013-059A,39363,Carries Synthetic Aperture Radar (SAR) sensor
High,100.48,-0.1596840310969737,-0.5789759061163386,Yaogan 19 (Remote Sensing Satellite 19),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,1201,1207,3.9609189331925006e-4,109.51,NA,NA,NA,2013-11-20T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2013-065A,39410,Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
High,63.4,-0.15693483131366137,-0.5823479913882205,Yaogan 20A (Remote Sensing Satellite 20A),China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1085,1095,6.702412868632708e-4,107.05,NA,NA,NA,2014-08-09T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-047A,40109,Equivalent of U.S. NOSS system - three satellite cluster
High,63.4,-0.159623332173417,-0.5823479913882205,Yaogan 20B (Remote Sensing Satellite 20B),China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1087,1093,4.0214477211796245e-4,107.05,NA,NA,NA,2014-08-09T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-047B,40110,NA
High,63.4,-0.1589515222775924,-0.5823479913882205,Yaogan 20C (Remote Sensing Satellite 20C),China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1087,1094,4.6913745727498156e-4,107.05,NA,NA,NA,2014-08-09T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-047C,40111,NA
High,97.42,-0.15341884305934333,-0.5997567242959034,Yaogan 21 (Remote Sensing Satellite 21),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,480,494,0.0010208546011375237,94.35,NA,NA,NA,2014-09-08T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-053A,40143,Carries Synthetic Aperture Radar (SAR) sensor
High,100.32,-0.1550482652597127,-0.5790170291074591,Yaogan 22 (Remote Sensing Satellite 22),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,1196,1209,8.583690987124463e-4,109.48,NA,NA,NA,2014-10-20T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2014-063A,40275,Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
High,97.33,-0.14833485593706577,-0.5993180790572846,Yaogan 23 (Remote Sensing Satellite 23),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,492,513,0.0015278283012004365,94.67,NA,NA,NA,2014-11-14T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2014-071A,40305,Carries Synthetic Aperture Radar (SAR) sensor
High,97.91,-0.1472083555333324,-0.5953702719097156,Yaogan 24 (Remote Sensing Satellite 24),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,630,653,0.001640162590030664,97.55,NA,NA,NA,2014-11-20T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C,2014-072A,40310,High  resolution  optical satellite
High,63.41,-0.15828124320744896,-0.5822520377422726,Yaogan 25A (Remote Sensing Satellite 25A),China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1089,1097,5.359774889454643e-4,107.12,NA,NA,NA,2014-12-10T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080A,40338,Equivalent of U.S. NOSS system - three satellite cluster
High,63.42,-0.15693302888616087,-0.5824028220430478,Yaogan 25B (Remote Sensing Satellite 25B),China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1083,1093,6.704210244033253e-4,107.01,NA,NA,NA,2014-12-10T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080B,40339,NA
High,63.4,-0.14956506490536162,-0.5819915921318427,Yaogan 25C (Remote Sensing Satellite 25C),China,China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1092,1113,0.001405152224824356,107.31,NA,NA,NA,2014-12-10T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2014-080C,40340,NA
High,97.44,-0.1607320105058006,-0.5997018936410762,Yaogan 26 (Remote Sensing Satellite 26),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,487,491,2.91587694999271e-4,94.39,NA,NA,NA,2014-12-27T00:00:00Z,NA,China Academy of Space Tecnology (CAST),China,Taiyuan Launch Center,Long March 4B,2014-088A,40362,NA
High,100.5,-0.15571512408053348,-0.5791266904171138,Yaogan 27 (Remote Sensing Satellite 27),China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,1201,1213,7.918701332981391e-4,109.4,NA,NA,NA,2015-08-27T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C,2015-040A,40878,NA
High,97.24,-0.1475313662761225,-0.6002090771982291,Yaogan 28 (Remote Sensing Satellite 28),China,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,482,0.001607952053793305,94.02,1040,NA,NA,2015-11-08T00:00:00Z,NA,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4B,2015-064A,41026,NA
High,97.85,-0.1629396364953511,-0.5957403788298002,Yaogan 29 (Remote Sensing Satellite 29),China,China,People's Liberation Army (C41),Military,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,628,629,7.144388083160678e-5,97.28,1040,NA,NA,2015-11-26T00:00:00Z,NA,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4C,2015-069A,41038,NA
High,98.07,-0.14363419029470478,-0.595342856582302,Yaogan 30 (Remote Sensing Satellite 30),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,628,656,0.0019965772960638907,97.57,2700,NA,NA,2016-05-15T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2016-029A,41473,NA
Low,35,-0.15861719483709258,-0.5966724999618651,Yaogan 30-1-1 (Remote Sensing Satellite 30-1-1),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Non-Polar Inclined,0,592,599,5.024764912784438e-4,96.6,NA,NA,NA,2017-09-29T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-058A,42945,Thought to be for intelligence gathering.
Low,35,-0.15861719483709258,-0.5966724999618651,Yaogan 30-1-2 (Remote Sensing Satellite 30-1-2),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Non-Polar Inclined,0,592,599,5.024764912784438e-4,96.6,NA,NA,NA,2017-09-29T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-058B,42946,Thought to be for intelligence gathering.
Low,35,-0.15861719483709258,-0.5966724999618651,Yaogan 30-1-3 (Remote Sensing Satellite 30-1-3),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Non-Polar Inclined,0,592,599,5.024764912784438e-4,96.6,NA,NA,NA,2017-09-29T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-058C,42947,Thought to be for intelligence gathering.
Low,35,-0.15429949071995488,-0.5966724999618651,Yaogan 30-2-1 (Remote Sensing Satellite 30-2-1),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,590,603,9.33036675518553e-4,96.6,NA,NA,NA,2017-11-26T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-075A,43028,Thought to be for intelligence gathering.
Low,35,-0.15357902956580388,-0.5966724999618651,Yaogan 30-2-2 (Remote Sensing Satellite 30-2-2),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,603,0.0010048808498420902,96.6,NA,NA,NA,2017-11-26T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-075B,43029,Thought to be for intelligence gathering.
Low,35,-0.15357902956580388,-0.5966724999618651,Yaogan 30-2-3 (Remote Sensing Satellite 30-2-3),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,589,603,0.0010048808498420902,96.6,NA,NA,NA,2017-11-26T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-075C,43930,Thought to be for intelligence gathering.
Low,35,-0.15501860869398196,-0.5966724999618651,Yaogan 30-3-1 (Remote Sensing  Satellite 30-3-1),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,590,602,8.613264427217916e-4,96.6,NA,NA,NA,2017-12-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-085A,43081,NA
Low,35,-0.15501860869398196,-0.5966724999618651,Yaogan 30-3-2 (Remote Sensing Satellite 30-3-2),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,590,602,8.613264427217916e-4,96.6,NA,NA,NA,2017-12-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-085B,43082,NA
Low,35,-0.15573896652658498,-0.5966724999618651,Yaogan 30-3-3 (Remote Sensing Satellite 30-3-3),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,602,7.894925715926218e-4,96.6,NA,NA,NA,2017-12-25T00:00:00Z,NA,China Academy of Space Technology  (CAST),China,Xichang Satellite Launch Center,Long March 2C,2017-085C,43083,NA
Low,35,-0.15645818782216006,-0.5966724999618651,Yaogan 30-4-1 (Remote Sensing Satellite 30-4-1),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,601,7.17772035601493e-4,96.6,NA,NA,NA,2018-01-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-011B,43170,NA
Low,35,-0.15645818782216006,-0.5966724999618651,Yaogan 30-4-2 (Remote Sensing Satellite 30-4-2),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,601,7.17772035601493e-4,96.6,NA,NA,NA,2018-01-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-011C,43171,NA
Low,35,-0.15573896652658498,-0.5966724999618651,Yaogan 30-4-3 (Remote Sensing Satellite 30-4-3),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,591,602,7.894925715926218e-4,96.6,NA,NA,NA,2018-01-25T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-011D,43172,NA
High,63.4,-0.1562651829420606,-0.5822794530696863,Yaogan 31-1-3 (Remote Sensing Satellite 31-1-3),NR (3/19),China,People's Liberation Army (C41),Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0,1087,1098,7.370184254606365e-4,107.1,NA,NA,NA,2018-04-10T00:00:00Z,NA,Chinese  Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C,2018-034C,43277,NA
High,97.8,-0.1472200762829438,-0.5951646569541131,Yaogan 4 (Remote Sensing Satellite 4),China,China,People's Liberation Army (C41),Government,Earth Observation,NA,LEO,Sun-Synchronous,0,635,658,0.0016389938003277987,97.7,2700,NA,NA,2008-12-01T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2008-061A,33446,High  resolution  optical satellite
High,97.3,-0.16292745538727568,-0.5990028027920274,"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",China,China,People's Liberation Army (C41),Government,Earth Observation,NA,LEO,Sun-Synchronous,0,511,512,7.265857734505559e-5,94.9,1800,NA,NA,2009-04-22T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C,2009-021A,34839,"Land resources surveys, etc. (see Yaogan 5). But western military believes it to be a reconnaissance satellite."
High,98,-0.13721555017331363,-0.5951646569541131,Yaogan 7 (Remote Sensing Satellite 7),China,China,People's Liberation Army (C41),Government,Earth Observation,NA,LEO,Sun-Synchronous,0,628,665,0.0026366422005273285,97.7,2700,NA,NA,2009-12-09T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2009-069A,36110,High  resolution  optical satellite
High,100.3,-0.1550437159734851,-0.5791266904171138,Yaogan 8 (Remote Sensing Satellite 8),China,China,People's Liberation Army (C41),Government,Earth Observation,NA,LEO,Sun-Synchronous,0,1192,1205,8.588227521966043e-4,109.4,NA,NA,NA,2009-12-15T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2009-072A,36121,Optical  imaging  satellites with medium resolution (3 to  10 m) capabilities
